date;employee_title;employee_status;review_title;pros;cons
2021-07-29;Project Manager;Current Employee, more than 1 year;shell trading;"opportunities , flexibility, international presence, travel
";"management, culture, work life balance,
Advice to Management
to quit!
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-28;Anonymous;Former Employee, more than 1 year;Cashier;"Good work hours w flexible schedule
";"High employee turnover within the sector
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-26;Supplier delivery manager;Former Employee;Decent company for most part;"Decent pay/benefits, smart people, global exposure.
";"Used to be great people based company. Employee value proposition has diminished significantly in last 7 years. Especially in US. Otherwise would have been a 5 star employer in my humble opinion.
Advice to Management
Best of luck in shift of business strategy.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-23;Virtual Assistant;Current Employee;Enjoyable working environment with good value for human resources.;"Good salary and wide recognition
";"Strict CEO and excess mandatory religious activities
Advice to Management
Reduce mandatory activities and listen to staff's contributions
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-07;Intern;Current Employee, more than 1 year;OE Student;"Great people and work environment
";"Job sucked the soul out of my life
Advice to Management
Stop being so bureaucratic
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-18;Commercial Lead;Current Employee, more than 8 years;Shell ok company for American employees;"Good pay and benefits. Get every other Friday off
";"Constantly re-organizing. Many employees have to reapply for their jobs. Many lose their jobs. American employees are viewed as too expensive and are often replaced by expats. Career path is adhoc based on jobs you can find for yourself
Advice to Management
If you value your employees, help them secure their next role and progress their career
2 people found this review helpful
Helpful
Share
Repor"
2021-07-20;Petrophysicist;Current Employee;Get to work on interesting problems;"Get to work on projects that are challeneging, which helps you learn
";"Depending on the team/job profile, the role may demand a significant amount of your time
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-17;Process Operator;Current Employee;Good stepping stone,;"Pension
10% 401k after 9 years
Medical for family is about 500 a month, but coverage is great.
Free cancer and heart screenings. Any procedures required covered 100%.
A lot of small ""perks"" like auto discounts, gym reimbursement, boot allowance, etc.
";"It takes a Loooong time to get trained here.
SEVERAL units are understaffed and require you to work a LOT. Which is great for your bank account but really puts a lot of your family life on hold. Usually ending in divorce.
Advice to Management
Retire
1 person found this review helpful
Helpful
Share
Repor"
2021-07-17;Cashier;Former Employee;Easy and hectic;"Easy job, great for extra cash.
";"Rude customers, cleaning around the store.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-13;Senior Reliability Engineer;Current Employee, more than 8 years;Overall nice place to work;"Flexible hours, good pay, on-site wellness center
";"Limited growth potential, company is searching for its path.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-28;Planner;Current Employee, more than 8 years;Fair company;"Great benefits and flexibility. Lots of diversity.
";"Too many reorgs and reshapes in the past few years.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-13;Petroleum Engineer;Former Employee;Intercultural experience while technical;"International culture in the company is great
";"Management should consider a 360 evaluation
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-28;Project Manager;Current Employee, more than 3 years;Great Company;"Good pay with nice people.
";"There are no cons to working at Shell.
Advice to Management
Keep doing what your doing. Nice work.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-09;Senior Consultant;Current Employee, more than 1 year;Great place to work;;"ltant in Houston, TX
Recommend
CEO Approval
Business Outlook
Pros
Flexible and rewarding experience; great place
Cons
Being on a contract there is some job insecurity
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-31;Anonymous;Current Employee, more than 10 years;This place is toxic;"If you manage to gut out 30 years…the benefit are fantastic. They do allow you to do many different things over your career.
";"Downstream is worse than upstream. These comments are related to downstream at Shell. Sr leaders do no stay in their roles long enough. Result….they don’t know what they are doing. They only manage for the qtr, week, day…not for long term profitability or viability. Everyone there is just looking to keep their head down so they don’t fired. They say you are free to speak your mind….you are not. You can say only what they want to hear…but really challenge and you will be gone at the next re-0rg. They Re-org about every 2-3 years. Not a great place to work.
Advice to Management
Keep Sr leaders in their role for 6+ year at a min. 
Set up businesses so 2-3 level of management can run their whole show without a ton of other approvals needed….and hold them accountable for results.
Fire all the Sr leaders of today….they are worthless.
1 person found this review helpful
Helpful
Share
Repor"
2021-06-24;Anonymous;Former Employee;Goood;"It was good wish I had more upward movility
";"Pay was not good neither was benefits
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-23;Anonymous;Current Employee;Great company;"Good work life balance and great pay.
";"Large company, moving out of O&G and refining
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-08;Principal Geologist and Subsurface Manager;Current Employee;Shell evaluation;"competitive pay, pension, 401k contribution, discount stock, health benefits
";"ever-changing corporate structure (recent reorganization every 18-24 mos), uncertain job security, overly-process driven, houston-based,
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-22;Pipefitter;Current Employee;Pipeline;"Great benefits and regular pay steps
";"None that I can really think of
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-07;Recruiter;Former Employee, more than 8 years;They keep looking for cost savings over quality;"Strong commitment to the environment
";"Deemphasis of business in the Americas
Be the first to find this review helpful
Helpful
Share
Repor"
